,bearing,carriages,current_status,current_stop_sequence,direction_id,label,latitude,longitude,occupancy_status,revenue,speed,updated_at
y3136,238.0,[],STOPPED_AT,1.0,1.0,3136,42.420545209,-71.09960553,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1416,0.0,[],IN_TRANSIT_TO,2.0,1.0,1416,42.524742019,-70.896543679,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:14-04:00
y3294,159.0,[],STOPPED_AT,10.0,0.0,3294,42.33574415,-71.035353869,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y3110,42.0,[],STOPPED_AT,7.0,0.0,3110,42.37838611,-71.02904782,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y2078,316.0,[],STOPPED_AT,29.0,0.0,2078,42.428195629,-71.0515117,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
G-10056,120.0,"[{'label': '3853', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3621', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,7.0,0.0,3853-3621,42.38795,-71.09701,,REVENUE,8.6,2024-05-23T14:24:50-04:00
y1409,142.0,[],STOPPED_AT,13.0,1.0,1409,42.4018839,-71.03508555,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3116,147.0,[],IN_TRANSIT_TO,6.0,1.0,3116,42.42132273,-71.13261766,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1979,103.0,[],STOPPED_AT,1.0,0.0,1979,42.37286505,-71.12234239,,REVENUE,,2024-05-23T14:25:36-04:00
y2090,0.0,[],STOPPED_AT,1.0,0.0,2090,42.39431,-71.08093,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:28-04:00
y3132,4.0,[],IN_TRANSIT_TO,2.0,0.0,3132,42.40305128,-71.07557198,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y1642,0.0,[],STOPPED_AT,1.0,0.0,1642,42.33772,-71.10272,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
G-10232,315.0,"[{'label': '3860', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3701', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,170.0,0.0,3860-3701,42.35086,-71.1136,,REVENUE,4.5,2024-05-23T14:25:37-04:00
R-547C72BF,5.0,"[{'label': '1629', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1628', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1623', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1622', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1704', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1705', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,90.0,1.0,1629,42.31434,-71.05217,,REVENUE,,2024-05-23T14:25:23-04:00
y1422,183.0,[],STOPPED_AT,1.0,1.0,1422,42.41511969,-71.11060523,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:38-04:00
G-10145,270.0,"[{'label': '3265', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,5.0,0.0,3265,42.2702,-71.07193,,REVENUE,13.3,2024-05-23T14:25:36-04:00
y1326,0.0,[],IN_TRANSIT_TO,5.0,0.0,1326,42.347441,-71.041962,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y1959,157.0,[],IN_TRANSIT_TO,47.0,0.0,1959,42.488204379,-71.22533839,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1782,0.0,[],IN_TRANSIT_TO,9.0,0.0,1782,42.3384295,-71.09693895,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:28-04:00
G-10032,45.0,"[{'label': '3717', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3840', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,1.0,1.0,3717-3840,42.32825,-71.11032,,REVENUE,3.4,2024-05-23T14:20:11-04:00
G-10220,225.0,"[{'label': '3878', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3649', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,610.0,0.0,3878-3649,42.33915,-71.09199,,REVENUE,4.6,2024-05-23T14:25:17-04:00
y2030,0.0,[],STOPPED_AT,22.0,1.0,2030,42.36571555,-71.05850344,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y0808,306.0,[],STOPPED_AT,26.0,0.0,0808,42.25129075,-70.96334628,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
R-547C6754,85.0,"[{'label': '1508', 'occupancy_percentage': 4, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1509', 'occupancy_percentage': 3, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1624', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1625', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1742', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1743', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,10.0,0.0,1508,42.39635,-71.13608,,REVENUE,,2024-05-23T14:24:57-04:00
y1670,225.0,[],STOPPED_AT,11.0,1.0,1670,42.32318,-71.09964,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1869,300.0,[],STOPPED_AT,13.0,1.0,1869,42.33800251,-71.04937519,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y1718,100.0,[],STOPPED_AT,13.0,1.0,1718,42.25370892,-71.14211364,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1435,148.0,[],IN_TRANSIT_TO,2.0,0.0,1435,42.46922361,-70.98655056,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y0867,117.0,[],IN_TRANSIT_TO,25.0,0.0,0867,42.4179045,-71.10877733,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
1829,152.0,[],IN_TRANSIT_TO,90.0,0.0,1829,41.836769104003906,-71.41521453857422,,REVENUE,12.5,2024-05-23T14:25:05-04:00
y1630,3.0,[],STOPPED_AT,12.0,0.0,1630,42.293067669,-71.130393729,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
R-547C72AE,275.0,"[{'label': '1748', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1749', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1706', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1707', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1611', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1610', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,160.0,1.0,1748,42.36126,-71.07162,,REVENUE,,2024-05-23T14:24:17-04:00
y1616,225.0,[],STOPPED_AT,1.0,0.0,1616,42.30297,-71.1103,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:03-04:00
y1661,0.0,[],STOPPED_AT,1.0,1.0,1661,42.28478224,-71.14800357,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:24-04:00
y1735,39.0,[],IN_TRANSIT_TO,29.0,0.0,1735,42.363101739,-71.12990735,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
R-547C4578,310.0,"[{'label': '1719', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1718', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1627', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1626', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1523', 'occupancy_percentage': 4, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1522', 'occupancy_percentage': 8, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}]",IN_TRANSIT_TO,190.0,1.0,1522,42.36703,-71.10627,,REVENUE,,2024-05-23T14:23:35-04:00
G-10018,315.0,"[{'label': '3629', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3838', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,630.0,1.0,3629-3838,42.36494,-71.05996,,REVENUE,,2024-05-23T14:25:32-04:00
O-547C72D5,30.0,"[{'label': '1482', 'occupancy_percentage': 6, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1483', 'occupancy_percentage': 4, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1503', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1502', 'occupancy_percentage': 6, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1491', 'occupancy_percentage': 12, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1490', 'occupancy_percentage': 2, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}]",STOPPED_AT,1.0,1.0,1482,42.30122,-71.11384,,REVENUE,,2024-05-23T14:21:58-04:00
y0784,309.0,[],IN_TRANSIT_TO,6.0,1.0,0784,42.25597099,-70.897664149,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1828,315.0,[],STOPPED_AT,12.0,1.0,1828,42.30599,-71.0781,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1648,215.0,[],IN_TRANSIT_TO,76.0,0.0,1648,42.15036466,-71.225973199,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
y1967,335.0,[],IN_TRANSIT_TO,37.0,0.0,1967,42.41818963,-71.18564508,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1708,353.0,[],STOPPED_AT,17.0,1.0,1708,42.28549471,-71.12910144,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:29-04:00
y2041,0.0,[],IN_TRANSIT_TO,7.0,0.0,2041,42.3648241,-71.1113396,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:25-04:00
y1847,0.0,[],STOPPED_AT,10.0,1.0,1847,42.31600875,-71.07821784,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:16-04:00
y3334,140.0,[],STOPPED_AT,2.0,1.0,3334,42.39337554,-71.0390465,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
G-10274,240.0,"[{'label': '3867', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3715', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,120.0,0.0,3867-3715,42.34996,-71.07792,,REVENUE,,2024-05-23T14:24:42-04:00
y2070,0.0,[],IN_TRANSIT_TO,4.0,0.0,2070,42.388698019,-71.041433119,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3308,79.0,[],IN_TRANSIT_TO,52.0,1.0,3308,42.46623882,-70.96819091,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y3355,92.0,[],STOPPED_AT,1.0,1.0,3355,42.41868769,-70.99227648,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:21-04:00
1828,204.0,[],IN_TRANSIT_TO,10.0,0.0,1828,42.329124450683594,-71.06446075439453,,REVENUE,10.7,2024-05-23T14:24:58-04:00
y3140,238.0,[],STOPPED_AT,21.0,1.0,3140,42.39174761,-71.03895185,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y3001,277.0,[],IN_TRANSIT_TO,14.0,1.0,3001,42.38206069,-70.986677189,,REVENUE,,2024-05-23T14:25:35-04:00
y3103,165.0,[],IN_TRANSIT_TO,15.0,1.0,3103,42.51146217,-70.99129306,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y2003,225.0,[],STOPPED_AT,1.0,1.0,2003,42.38468,-71.07643,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1856,0.0,[],STOPPED_AT,1.0,1.0,1856,42.338617089,-71.09713734,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:23-04:00
y0758,334.0,[],IN_TRANSIT_TO,15.0,1.0,0758,42.27314864,-71.024946279,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y3149,209.0,[],STOPPED_AT,1.0,0.0,3149,42.38744483,-71.07342665,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
G-10075,105.0,"[{'label': '3871', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3683', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,570.0,1.0,3871-3683,42.34788,-71.08627,,REVENUE,,2024-05-23T14:24:44-04:00
B-547C729E,45.0,"[{'label': '0790', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0791', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0734', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0735', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0744', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0745', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,50.0,1.0,0790,42.37435,-71.03017,,REVENUE,,2024-05-23T14:25:12-04:00
y1861,0.0,[],STOPPED_AT,1.0,0.0,1861,42.339097,-71.05750932,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1704,311.0,[],STOPPED_AT,1.0,0.0,1704,42.30289281,-71.110445789,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1818,0.0,[],STOPPED_AT,1.0,0.0,1818,42.33701344,-71.08939707,,REVENUE,,2024-05-23T14:24:56-04:00
y1760,315.0,[],STOPPED_AT,13.0,0.0,1760,42.34803,-71.08805,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y3000,71.0,[],IN_TRANSIT_TO,22.0,1.0,3000,42.37476123,-70.98979702,,REVENUE,,2024-05-23T14:25:36-04:00
y1886,135.0,[],STOPPED_AT,15.0,0.0,1886,42.31033,-71.08316,FULL,REVENUE,,2024-05-23T14:25:02-04:00
y1824,152.0,[],IN_TRANSIT_TO,9.0,1.0,1824,42.33004844,-71.06958773,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
G-10285,225.0,"[{'label': '3918', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,440.0,0.0,3918,42.33607,-71.14978,,REVENUE,2.3,2024-05-23T14:20:25-04:00
y3348,312.0,[],STOPPED_AT,1.0,0.0,3348,42.46981365,-70.98399134,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y3239,246.0,[],IN_TRANSIT_TO,14.0,0.0,3239,42.35137482,-71.14455112,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y0884,0.0,[],IN_TRANSIT_TO,57.0,1.0,0884,42.426082,-71.06754264,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y2096,215.0,[],IN_TRANSIT_TO,17.0,1.0,2096,42.40844816,-71.0540687,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y1996,200.0,[],IN_TRANSIT_TO,19.0,1.0,1996,42.36101307,-71.05575376,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
B-547C72AC,40.0,"[{'label': '0747', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0746', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0708', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0709', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0782', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '0783', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,40.0,1.0,0747,42.36135,-71.04672,,REVENUE,,2024-05-23T14:24:24-04:00
O-547C6D09,220.0,"[{'label': '1458', 'occupancy_percentage': 15, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1459', 'occupancy_percentage': 20, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1485', 'occupancy_percentage': 15, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1484', 'occupancy_percentage': 13, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1501', 'occupancy_percentage': 12, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1500', 'occupancy_percentage': 22, 'occupancy_status': 'STANDING_ROOM_ONLY'}]",INCOMING_AT,130.0,0.0,1458,42.34544,-71.07865,,REVENUE,,2024-05-23T14:24:54-04:00
1831,195.0,[],IN_TRANSIT_TO,50.0,0.0,1831,42.15438461303711,-71.02814483642578,,REVENUE,6.3,2024-05-23T14:24:57-04:00
G-10124,90.0,"[{'label': '3707', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3839', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,10.0,1.0,3707-3839,42.34009,-71.16318,,REVENUE,11.7,2024-05-23T14:25:34-04:00
y1748,225.0,[],STOPPED_AT,1.0,1.0,1748,42.30064,-71.11329,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:14-04:00
1723,75.0,[],IN_TRANSIT_TO,90.0,0.0,1723,42.56303787231445,-70.80342864990234,,REVENUE,20.1,2024-05-23T14:25:07-04:00
y3288,0.0,[],IN_TRANSIT_TO,6.0,0.0,3288,42.34321871,-71.10284825,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1857,257.0,[],IN_TRANSIT_TO,30.0,1.0,1857,42.33557647,-71.09021953,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1899,180.0,[],IN_TRANSIT_TO,13.0,0.0,1899,42.31087,-71.08326,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:18-04:00
y2074,0.0,[],STOPPED_AT,1.0,0.0,2074,42.36165857,-71.05745925,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y3139,0.0,[],STOPPED_AT,1.0,0.0,3139,42.37372056,-71.10034027,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1711,0.0,[],STOPPED_AT,3.0,0.0,1711,42.280478559,-71.0658138,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y3316,110.0,[],IN_TRANSIT_TO,48.0,0.0,3316,42.52897903,-70.95499782,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
R-547C682F,10.0,"[{'label': '1841', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1840', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1866', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1867', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1838', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1839', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,1.0,1.0,1839,42.20749,-71.00156,,REVENUE,,2024-05-23T14:17:06-04:00
y1430,0.0,[],STOPPED_AT,26.0,0.0,1430,42.46704484,-70.9414605,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1610,0.0,[],STOPPED_AT,1.0,0.0,1610,42.33866988,-71.102196199,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1816,286.0,[],STOPPED_AT,28.0,1.0,1816,42.34364182,-71.06434721,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3104,0.0,[],STOPPED_AT,1.0,0.0,3104,42.36232511,-71.0582066,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:26-04:00
y1647,13.0,[],IN_TRANSIT_TO,5.0,1.0,1647,42.245668879,-71.12913072,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1446,221.0,[],STOPPED_AT,3.0,0.0,1446,42.46303667,-70.947468479,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1319,157.0,[],IN_TRANSIT_TO,6.0,1.0,1319,42.349033089,-71.04409754,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y3304,45.0,[],STOPPED_AT,20.0,0.0,3304,42.46299,-70.96503,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y1991,270.0,[],STOPPED_AT,11.0,0.0,1991,42.36335,-71.13238,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:25-04:00
G-10096,225.0,"[{'label': '3691', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3846', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,370.0,0.0,3691-3846,42.34154,-71.12385,,REVENUE,2.8,2024-05-23T14:25:35-04:00
y1667,6.0,[],STOPPED_AT,37.0,0.0,1667,42.27324007,-71.119988269,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1800,132.0,[],IN_TRANSIT_TO,11.0,1.0,1800,42.34313108,-71.10372443,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1974,45.0,[],STOPPED_AT,1.0,1.0,1974,42.41249,-70.99224,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1262,0.0,[],STOPPED_AT,26.0,0.0,1262,42.28392383,-71.091706259,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3299,354.0,[],STOPPED_AT,1.0,0.0,3299,42.28737121,-71.04238098,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:23-04:00
y1448,172.0,[],STOPPED_AT,7.0,1.0,1448,42.43184496,-71.0818816,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:38-04:00
y1327,0.0,[],IN_TRANSIT_TO,4.0,0.0,1327,42.34464,-71.03466,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1923,228.0,[],IN_TRANSIT_TO,42.0,0.0,1923,42.36788767,-71.24852328,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1922,0.0,[],IN_TRANSIT_TO,12.0,0.0,1922,42.33297824,-71.07276888,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:12-04:00
R-547C5012,350.0,"[{'label': '1808', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1809', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1832', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1833', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1843', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1842', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,,1.0,1808,42.32233,-71.05256,,NON_REVENUE,,2024-05-23T14:25:27-04:00
y3273,225.0,[],IN_TRANSIT_TO,2.0,1.0,3273,42.3633,-71.18581,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:25-04:00
y1451,0.0,[],IN_TRANSIT_TO,20.0,1.0,1451,42.48941147,-70.87968092,,REVENUE,,2024-05-23T14:25:35-04:00
y1699,181.0,[],STOPPED_AT,8.0,0.0,1699,42.27961664,-71.11909211,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y2075,0.0,[],IN_TRANSIT_TO,56.0,0.0,2075,42.41675905,-70.99092834,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y3291,319.0,[],IN_TRANSIT_TO,9.0,1.0,3291,42.295035199,-71.23549185,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y3341,0.0,[],STOPPED_AT,36.0,1.0,3341,42.512626419,-70.94706955,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y1912,32.0,[],IN_TRANSIT_TO,32.0,0.0,1912,42.37246338,-71.12025708,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y3106,180.0,[],IN_TRANSIT_TO,41.0,1.0,3106,42.39817,-70.99185,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:04-04:00
G-10298,331.0,"[{'label': '3824', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3684', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,710.0,1.0,3824-3684,42.40839,-71.1173,,REVENUE,,2024-05-23T14:25:18-04:00
y3331,198.0,[],IN_TRANSIT_TO,9.0,1.0,3331,42.40841525,-71.013485919,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1260,221.0,[],STOPPED_AT,4.0,0.0,1260,42.344808319,-71.08283007,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1439,0.0,[],STOPPED_AT,14.0,0.0,1439,42.448421739,-71.00924181,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1722,332.0,[],STOPPED_AT,18.0,1.0,1722,42.31092384,-71.09305246,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
